url,prediksi_sistem,skor_final,y_pred(biner),y_true(biner),sel
jyjy2.buktijpmwr1.site,MEDIUM,50.0,1,1,TP
cuansyndicate.site,HIGH,100.0,1,1,TP
rlixfpzlicer43u9qwyv.bungaslot.dev,HIGH,87.5,1,1,TP
link2-dewaasia.xyz,MEDIUM,50.0,1,1,TP
link12.ligaubohoki.xyz,MEDIUM,50.0,1,1,TP
9864ea3nz1.kaskuskita.com,HIGH,50.39,1,1,TP
eziuctklv3.prada55paten.vip,HIGH,100.0,1,1,TP
huraskandal.site,HIGH,95.47,1,1,TP
warisantoto.net,HIGH,100.0,1,1,TP
ye95e0vclyniqz5oclju.bungaslot.dev,HIGH,87.5,1,1,TP
poltarkencang10.com,HIGH,100.0,1,1,TP
piktoto1.online,MEDIUM,50.0,1,1,TP
lapan8h.cloud,HIGH,100.0,1,1,TP
dvflhbos62.slotbesarvip2.pro,HIGH,100.0,1,1,TP
poliwrath.rtp-mahjongjp88.com,HIGH,100.0,1,1,TP
pv3h5mfa2g.kaskuskita.com,HIGH,50.3,1,1,TP
babon4dcake.site,HIGH,100.0,1,1,TP
toko56senang.shop,HIGH,87.5,1,1,TP
borneo303-vip.site,HIGH,67.91,1,1,TP
senopati4d-2ik.pages.dev,MEDIUM,50.0,1,1,TP
sahamhost.com,MEDIUM,37.5,1,1,TP
cupuresmi.com,HIGH,100.0,1,1,TP
nollapan0226.baut777.one,LOW,0.0,0,1,FN
klop25.kdslo.com,HIGH,100.0,1,1,TP
ugwin288vip7.vip,HIGH,100.0,1,1,TP
web02.jayabola.fyi,HIGH,100.0,1,1,TP
main-mpokita.store,HIGH,100.0,1,1,TP
axas888.com,LOW,18.67,0,1,FN
brandingsubur.com,LOW,12.5,0,1,FN
ball.loginsitus8888.online,HIGH,100.0,1,1,TP
girang4dmeroket.club,HIGH,100.0,1,1,TP
dunia108men.com,HIGH,92.5,1,1,TP
rtpgacor.totorawit.info,HIGH,100.0,1,1,TP
wis77-mighty.com,HIGH,100.0,1,1,TP
master222.com,HIGH,66.82,1,1,TP
r7vn.oyamurayama.com,HIGH,67.5,1,1,TP
agenpiala805.ink,HIGH,68.19,1,1,TP
win138z2.com,HIGH,100.0,1,1,TP
ampblsgacor.com,LOW,7.5,0,1,FN
ular8.infopromo.site,LOW,0.0,0,1,FN
lee.datukwin.org,HIGH,67.49,1,1,TP
gpp.tomanku.id,HIGH,100.0,1,1,TP
indo4d-j.com,HIGH,100.0,1,1,TP
wa.agenn888.fit,HIGH,100.0,1,1,TP
totokitagem.xyz,LOW,0.0,0,1,FN
araslot88ampuh.store,HIGH,100.0,1,1,TP
buntut2026.site,LOW,0.0,0,1,FN
a15.hdtogel.vip,HIGH,55.14,1,1,TP
27yrmrvjd4.kaskuskita.com,MEDIUM,42.5,1,1,TP
f200m2026.xyz,HIGH,100.0,1,1,TP
companylibra168.com,MEDIUM,39.3,1,1,TP
rtpbom29make.xyz,HIGH,100.0,1,1,TP
atm4dump.top,MEDIUM,50.0,1,1,TP
trikjepe.mc303center.site,MEDIUM,50.0,1,1,TP
takurup.com,HIGH,93.6,1,1,TP
mekyfrg98jfj1mwhe83x.bungaslot.dev,HIGH,87.5,1,1,TP
exnes4d.us,HIGH,63.06,1,1,TP
main.kopertoto.site,HIGH,100.0,1,1,TP
u9kk0la7et.jumbo189.com,MEDIUM,45.0,1,1,TP
laskarmain.site,HIGH,100.0,1,1,TP
mentozs4d.com,HIGH,100.0,1,1,TP
qqdewilp.com,HIGH,100.0,1,1,TP
asbo-la.com,HIGH,100.0,1,1,TP
www.mpo8821papua.com,HIGH,100.0,1,1,TP
tarik4d2.co,HIGH,100.0,1,1,TP
m11slots.com,HIGH,100.0,1,1,TP
3ulq8utcsn.ltdtoto002.com,HIGH,100.0,1,1,TP
beb88-teknikmax.site,HIGH,100.0,1,1,TP
ingatholyslot77.store,HIGH,100.0,1,1,TP
zm005.zuma78.store,HIGH,100.0,1,1,TP
puritogel88-poster.site,HIGH,87.5,1,1,TP
bonaslot-cair.shop,HIGH,100.0,1,1,TP
sakauslebew.site,HIGH,60.0,1,1,TP
nationalkidneycenter.link-oke.click,HIGH,82.61,1,1,TP
jp.gg-tokyo.com,MEDIUM,50.0,1,1,TP
ads5.rajajago.app,HIGH,100.0,1,1,TP
link3.sultandanatogel.org,HIGH,100.0,1,1,TP
755quwo3dzrwrp6sotyn.ibox4docean.net,HIGH,100.0,1,1,TP
4fzp2pg1ef.asgacor.pro,HIGH,100.0,1,1,TP
moyangberkah.xyz,HIGH,100.0,1,1,TP
sutrapesta.store,HIGH,87.5,1,1,TP
c15xctekfb.top1toto199.com,LOW,12.5,0,1,FN
eurmu887wj.briotepat.com,LOW,0.0,0,1,FN
j8decasino3.com,MEDIUM,50.0,1,1,TP
3sgp4d.fit,HIGH,100.0,1,1,TP
winslot8jaya.net,MEDIUM,50.0,1,1,TP
macankali.info,HIGH,100.0,1,1,TP
probet855.co,HIGH,50.0,1,1,TP
biur3xv48v.top1toto199.com,LOW,12.5,0,1,FN
fortsteamkeris2.click,LOW,7.5,0,1,FN
laramantap03.com,HIGH,100.0,1,1,TP
www.king999alam.com,HIGH,100.0,1,1,TP
apk-slt123koi.haitogel.lol,HIGH,97.5,1,1,TP
senopatibola-jitu.pages.dev,HIGH,53.64,1,1,TP
kudetabet98achievejackpot.com,HIGH,100.0,1,1,TP
r34h9677g2.top1toto199.com,LOW,12.5,0,1,FN
sunplazabola.com,HIGH,100.0,1,1,TP
3hd3i4ufffpyvhyromum.bungaslot.dev,HIGH,87.5,1,1,TP
vonza.com.se,HIGH,88.66,1,1,TP
ads15.adscoli.site,HIGH,100.0,1,1,TP
ntday.mpomustzone.pro,HIGH,100.0,1,1,TP
rtp4.bintang78.live,HIGH,100.0,1,1,TP
bebtotoamp6.bigbossgacor.com,HIGH,58.83,1,1,TP
uban4d1132.site,HIGH,100.0,1,1,TP
resources.betx.bet,LOW,0.0,0,1,FN
liganusa3.net,MEDIUM,50.0,1,1,TP
ppb88.xyz,HIGH,100.0,1,1,TP
playndx-bento123.xyz,HIGH,100.0,1,1,TP
badai-2.pages.dev,HIGH,68.07,1,1,TP
hoki.primeshadesblindsanddoors.online,HIGH,100.0,1,1,TP
bapautoto5.live,HIGH,100.0,1,1,TP
333hokia.pages.dev,LOW,5.0,0,1,FN
link3.hkdlancar.online,HIGH,100.0,1,1,TP
bus4deg.sbs,HIGH,100.0,1,1,TP
pandacloudspin88.com,HIGH,90.0,1,1,TP
www.superwealthtraining.com,MEDIUM,50.0,1,1,TP
ganeshenggcollege-research.pages.dev,MEDIUM,50.0,1,1,TP
www.rabiahospitals.com,LOW,0.0,0,1,FN
mujur505first.com,HIGH,97.47,1,1,TP
rajatoto3cup.com,HIGH,100.0,1,1,TP
pecahgogo.site,HIGH,100.0,1,1,TP
rajajudi88jp6.site,HIGH,100.0,1,1,TP
dewabola88wow.vip,MEDIUM,50.0,1,1,TP
sn005.sinaga79.online,HIGH,100.0,1,1,TP
ultislot88cuan.online,LOW,12.5,0,1,FN
hhen6azerr.hugo77juara.biz,LOW,7.5,0,1,FN
japanjipin.xyz,HIGH,100.0,1,1,TP
33x2yx1204s4eudcvhnc.gayatoto268.site,HIGH,100.0,1,1,TP
kurir89promax.com,MEDIUM,50.0,1,1,TP
sktlogin.store,HIGH,58.52,1,1,TP
ihip-mohfw-online-v1.pages.dev,HIGH,82.35,1,1,TP
dunia777ultra.ink,MEDIUM,37.5,1,1,TP
molasayang.xyz,HIGH,100.0,1,1,TP
idngglink.com,HIGH,54.79,1,1,TP
w1z7b9zd0jox9zun0788.araitoto-x.com,HIGH,50.0,1,1,TP
naskahtoto.com,HIGH,100.0,1,1,TP
vpmwgu3tw7rvpwwu9v5j.bungaslot.dev,HIGH,87.5,1,1,TP
e200m-win.store,HIGH,100.0,1,1,TP
1februari.selalubahagia.com,HIGH,100.0,1,1,TP
ras007.serasi189x.site,HIGH,100.0,1,1,TP
linkvipgr303.skin,HIGH,100.0,1,1,TP
rtpslotgacor-fusototo.pages.dev,HIGH,70.31,1,1,TP
www.glorybet77-u.xyz,HIGH,100.0,1,1,TP
panen123ryl.lol,HIGH,100.0,1,1,TP
them26.togelkds.com,HIGH,100.0,1,1,TP
mytekat4djp.info,HIGH,100.0,1,1,TP
jalakbest.info,HIGH,100.0,1,1,TP
buntogelwba.com,HIGH,100.0,1,1,TP
vk4byufpaetn7992x33s.bungaslot.dev,HIGH,87.5,1,1,TP
3bsw.shop,HIGH,100.0,1,1,TP
king88online.space,HIGH,100.0,1,1,TP
0mp2sk6c2m.top1toto89.com,LOW,14.3,0,1,FN
1wallet.bet,LOW,0.0,0,1,FN
hqb88x.com,HIGH,100.0,1,1,TP
z3y3s3joasvp9nam54le.jpmania-resmi.com,HIGH,100.0,1,1,TP
ferraritotoin.xyz,LOW,25.0,0,1,FN
garasislotmain.com,HIGH,100.0,1,1,TP
hfs4s4y0zjc3xo4oyewh.bungaslot.dev,HIGH,87.5,1,1,TP
kiostoto-wdwd.xyz,HIGH,100.0,1,1,TP
m.9kwinneri.com,HIGH,100.0,1,1,TP
389sportsbiru.com,HIGH,51.69,1,1,TP
y1y9uc0b5r.petarunghandal.cfd,HIGH,100.0,1,1,TP
rute303-top.site,HIGH,100.0,1,1,TP
amp5-idrslot138.net,HIGH,95.08,1,1,TP
doraplay88k-amp.xyz,LOW,0.0,0,1,FN
capacitacionesempresarialesecuador.com,HIGH,100.0,1,1,TP
kingbokeb.org,HIGH,92.5,1,1,TP
home83329.com,HIGH,77.5,1,1,TP
fish.ac99playindx.vip,MEDIUM,41.34,1,1,TP
pgb49.site,HIGH,100.0,1,1,TP
tiketjpslot.xyz,HIGH,52.51,1,1,TP
kopral858.com,HIGH,66.74,1,1,TP
takureasywin.xyz,HIGH,93.85,1,1,TP
dc5ugpiv69.rudaltotoking.com,HIGH,100.0,1,1,TP
indahslotjackpot.info,HIGH,58.74,1,1,TP
qygtnkux53p2ix588ozg.vdkgatheringpoint.social,HIGH,52.0,1,1,TP
8februari.landakmeledak.com,HIGH,100.0,1,1,TP
e2k1wxilpz.top1toto199.com,LOW,12.5,0,1,FN
4.nomorangkasa.info,HIGH,60.68,1,1,TP
www.lyndiinthecity.com,LOW,0.0,0,1,FN
abkslotjoker.com,HIGH,100.0,1,1,TP
motowin77a.za.com,HIGH,100.0,1,1,TP
topovo288.xyz,HIGH,100.0,1,1,TP
11rtpceria777.info,HIGH,100.0,1,1,TP
link2.gacoan.net,HIGH,82.5,1,1,TP
dermagawin.space,HIGH,100.0,1,1,TP
www.polarisaus.com.au,HIGH,50.42,1,1,TP
dedealter.store,MEDIUM,44.99,1,1,TP
nagaraharja.com,HIGH,100.0,1,1,TP
server.seni108maxwin.com,HIGH,100.0,1,1,TP
boomingberuang.com,LOW,15.0,0,1,FN
koipredictionelders.org,MEDIUM,50.0,1,1,TP
sayabet9.xyz,HIGH,98.41,1,1,TP
dx005.dw77x.store,HIGH,100.0,1,1,TP
mainnyalabet.net,HIGH,60.48,1,1,TP
slotrtp-tribun.pages.dev,HIGH,100.0,1,1,TP
kecubung788apk.com,MEDIUM,50.0,1,1,TP
gg.shopislot-maxwin.blog,HIGH,100.0,1,1,TP
jitu33af.com,HIGH,85.0,1,1,TP
calo11play.shop,HIGH,100.0,1,1,TP
gpn6r0jm1x.kopivip2.pro,HIGH,97.5,1,1,TP
kotavegastoto5.com,MEDIUM,50.0,1,1,TP
hoki168id.life,HIGH,100.0,1,1,TP
8o4lkn8qu4hsx9kwcmdy.gayatoto268.site,HIGH,100.0,1,1,TP
2noah4d.resmi5.com,LOW,7.5,0,1,FN
syphratus-id.online,HIGH,100.0,1,1,TP
huayworld.bet,LOW,5.0,0,1,FN
borneokota.com,HIGH,100.0,1,1,TP
loxlcoivhz0kfvt8866p.jpmariofixx.site,HIGH,100.0,1,1,TP
jambigtr.site,HIGH,96.28,1,1,TP
olx88jos.com,HIGH,100.0,1,1,TP
171kingkoi88.shop,HIGH,100.0,1,1,TP
hl303-ms.space,HIGH,100.0,1,1,TP
2226.bet,LOW,17.5,0,1,FN
dewahutan.xyz,HIGH,100.0,1,1,TP
fu4utsh6e9krnoyws0q5.bungaslot.dev,HIGH,87.5,1,1,TP
edutoto-masuk.blog,HIGH,100.0,1,1,TP
liga365qris.com,MEDIUM,50.0,1,1,TP
galaxy6623a.com,HIGH,52.09,1,1,TP
a5d9pk8t9b.sontogel002.com,HIGH,54.15,1,1,TP
tu008.takeru365.live,HIGH,100.0,1,1,TP
a38gqgd5rrhdzhoaiyzx.ratuselot.site,HIGH,100.0,1,1,TP
skofficial.id,MEDIUM,50.0,1,1,TP
coloklagiwangi01.org,HIGH,86.29,1,1,TP
rtp6-sloki88.xyz,HIGH,100.0,1,1,TP
angproof.com,HIGH,63.33,1,1,TP
kilat333-brand.shop,HIGH,100.0,1,1,TP
www.hstotoalter.com,MEDIUM,50.0,1,1,TP
kuya4dpro3.cc,LOW,0.0,0,1,FN
ampareamahyong.com,HIGH,82.5,1,1,TP
dragon.joker11alternatif.com,HIGH,73.75,1,1,TP
vvip05.wartegroyal.xyz,HIGH,56.78,1,1,TP
v5.winterfresh.ink,HIGH,100.0,1,1,TP
jarumemas.xyz,HIGH,100.0,1,1,TP
viralselir188.boats,HIGH,100.0,1,1,TP
mazo168-vixm.store,HIGH,100.0,1,1,TP
revistalaventana.cucsh.udg.mx,MEDIUM,50.0,1,1,TP
main3.rtphotelbet.net,HIGH,100.0,1,1,TP
dul10.fundulto.online,MEDIUM,50.0,1,1,TP
rsg2.vipnatunatoto.site,HIGH,100.0,1,1,TP
joinbostonslot.fit,LOW,10.0,0,1,FN
l6ads1.sumselampera.online,HIGH,100.0,1,1,TP
panen100wow.site,HIGH,99.83,1,1,TP
sobat-baik-google.pages.dev,MEDIUM,50.0,1,1,TP
alt-kayaa.pages.dev,HIGH,60.89,1,1,TP
wa88masuk.cyou,HIGH,100.0,1,1,TP
ketua66nyala.site,HIGH,70.14,1,1,TP
shoop.rajawinjp.art,HIGH,70.0,1,1,TP
ub0kqjsejb.situsasahan88.com,HIGH,100.0,1,1,TP
firstplay88cloud.com,HIGH,100.0,1,1,TP
fitri4d6.sbs,HIGH,100.0,1,1,TP
www.raja138makna.com,HIGH,100.0,1,1,TP
rtplihatwarkop69.xyz,HIGH,100.0,1,1,TP
43engkol88.com,HIGH,82.5,1,1,TP
ewqrrcyzfq.vegasvip2.pro,HIGH,88.59,1,1,TP
zemlya-chita.ru,HIGH,72.5,1,1,TP
d2.winterfresh.ink,HIGH,100.0,1,1,TP
infowarungterkini.com,LOW,0.0,0,1,FN
rtpmarjan898menang.store,HIGH,100.0,1,1,TP
tweedvalleyweekly.net.au,LOW,22.5,0,1,FN
beku4did.site,LOW,17.5,0,1,FN
x5zrwnnyvi.jumbo189.com,MEDIUM,45.0,1,1,TP
kompak4dbola.com,HIGH,87.5,1,1,TP
vqwftey2no32ut8msg3s.bungaslot.dev,HIGH,87.5,1,1,TP
sabdamerah.biz,HIGH,100.0,1,1,TP
qog2.ngawimasukkedua.com,HIGH,67.5,1,1,TP
rdbkbk2jqpsjiz7w07fx.vartotolola.com,HIGH,87.5,1,1,TP
mc001.baginda189b.online,HIGH,100.0,1,1,TP
rusiaslot88cx.top,HIGH,100.0,1,1,TP
akaroket178.site,HIGH,87.5,1,1,TP
omni4db.beauty,HIGH,100.0,1,1,TP
i015fcj0f6.rotogelas.xyz,LOW,2.3,0,1,FN
prima777d.top,HIGH,100.0,1,1,TP
superspin77.net,HIGH,100.0,1,1,TP
spapk-lotusdewamobile.shop,HIGH,100.0,1,1,TP
spinslotlogin.shop,HIGH,100.0,1,1,TP
mercy.starlightarcher1000.online,HIGH,100.0,1,1,TP
rtppay-tempogacor.pages.dev,HIGH,72.04,1,1,TP
rtp-jgk99.xyz,LOW,15.0,0,1,FN
aksesolxgg.com,HIGH,100.0,1,1,TP
ibyq2j65sx.petarunghandal.cfd,HIGH,100.0,1,1,TP
rtpdentotonew.online,HIGH,77.16,1,1,TP
marjan898atas.com,HIGH,100.0,1,1,TP
slot90hdd.xyz,HIGH,100.0,1,1,TP
xyttss0idw.wakandaslots.com,HIGH,100.0,1,1,TP
rtpvalidtribun62.xyz,HIGH,100.0,1,1,TP
seven.vegazr.site,HIGH,100.0,1,1,TP
rtpakun10.click,HIGH,85.79,1,1,TP
rtp-kurir89mntp.com,HIGH,100.0,1,1,TP
pol4donterus.fun,HIGH,100.0,1,1,TP
apk.bbfstoto.win,HIGH,68.23,1,1,TP
legianmax.com,HIGH,100.0,1,1,TP
linkrajajudi33.homes,LOW,15.0,0,1,FN
depogacor.dws88.net,HIGH,100.0,1,1,TP
tentenslotgaming.com,HIGH,100.0,1,1,TP
zientoto9032.com,HIGH,90.0,1,1,TP
super.dolly4dofficial.com,HIGH,100.0,1,1,TP
monet11x500petir.pages.dev,HIGH,100.0,1,1,TP
hwgslotbuka.com,HIGH,100.0,1,1,TP
akarjituvv.xyz,HIGH,100.0,1,1,TP
wiraspin88.one,HIGH,100.0,1,1,TP
play-moli.net,HIGH,100.0,1,1,TP
rtp-super89live.hair,HIGH,100.0,1,1,TP
rtppasti-dewakoin.xyz,HIGH,100.0,1,1,TP
pintu6.is,MEDIUM,50.0,1,1,TP
org.リッチ.icu,MEDIUM,27.5,1,1,TP
renom268mantap.cfd,HIGH,100.0,1,1,TP
inijnt188.net,HIGH,100.0,1,1,TP
x3g53mvg1e.slotbesarvip2.pro,HIGH,100.0,1,1,TP
satelit7.tokomajubersama.com,HIGH,54.45,1,1,TP
garudaraja.online,HIGH,97.5,1,1,TP
jgtpir5x6g.gt108vip3.com,HIGH,100.0,1,1,TP
hpwr9xto9bpp0vb5b2wd.bungaslot.dev,HIGH,87.5,1,1,TP
rtpjayatop77win.ink,HIGH,52.07,1,1,TP
judol303saj.xyz,HIGH,100.0,1,1,TP
krocobet-amplanding-1.pages.dev,HIGH,52.42,1,1,TP
dewa1000memori.com,HIGH,90.0,1,1,TP
adamtoto-61.com,HIGH,50.0,1,1,TP
bibirtotostrong.com,MEDIUM,32.5,1,1,TP
atcuan77.net,HIGH,100.0,1,1,TP
menanguno11.xyz,HIGH,100.0,1,1,TP
vakbxtirbp.linkrtpgs99.com,HIGH,100.0,1,1,TP
boskoin1000.online,HIGH,100.0,1,1,TP
java303kawan.com,MEDIUM,44.16,1,1,TP
dangdut4dking.xyz,HIGH,100.0,1,1,TP
pphoki77.bet,MEDIUM,50.0,1,1,TP
indobebas.org,HIGH,100.0,1,1,TP
presidencc02sat.sbs,HIGH,100.0,1,1,TP
tante4damp.quest,LOW,20.0,0,1,FN
coresolana4d.top,HIGH,100.0,1,1,TP
dipo4dgemez23.lat,HIGH,55.15,1,1,TP
buahhokisuper.site,HIGH,91.84,1,1,TP
mem.m9winhebat.com,HIGH,86.02,1,1,TP
ikanbetutumakansaus.com,HIGH,100.0,1,1,TP
m8jk.rumahracun.com,HIGH,93.72,1,1,TP
vodkatoto4.rtpcgacor.com,HIGH,100.0,1,1,TP
24.bisnis555.fit,HIGH,100.0,1,1,TP
kïpas99.com,HIGH,100.0,1,1,TP
mainslot88yes.com,HIGH,92.5,1,1,TP
hwokibnih.info,HIGH,100.0,1,1,TP
gurih898reborn.store,LOW,5.0,0,1,FN
dana37822.com,HIGH,85.0,1,1,TP
www.888slot83.com,MEDIUM,42.5,1,1,TP
turu99fire.ink,HIGH,100.0,1,1,TP
riangimlek.info,HIGH,87.5,1,1,TP
rtmp5f5ywl.top1toto199.com,LOW,12.5,0,1,FN
galaxy898blackpink.com,HIGH,100.0,1,1,TP
rajapools6.forum,HIGH,100.0,1,1,TP
kapaljitu.xyz,HIGH,100.0,1,1,TP
publiciptv.com,LOW,0.0,0,1,FN
www.galaxy77landak.com,HIGH,100.0,1,1,TP
rtponlinegila138.komunitasku.sbs,HIGH,100.0,1,1,TP
www.cuan128info.org,HIGH,100.0,1,1,TP
rtpsensasi55.site,HIGH,100.0,1,1,TP
log2kino.info,HIGH,100.0,1,1,TP
z4.winterfresh.ink,HIGH,100.0,1,1,TP
dewa88jaya.store,HIGH,100.0,1,1,TP
americanmaplemuseum.org,MEDIUM,50.0,1,1,TP
semua-sayang-tigan.pages.dev,HIGH,77.56,1,1,TP
login29.bantengmerah.online,HIGH,100.0,1,1,TP
1dewislot77.com,HIGH,100.0,1,1,TP
keceslotads.com,HIGH,100.0,1,1,TP
www.jualpupukkompos.com,HIGH,100.0,1,1,TP
emas55saja.space,HIGH,100.0,1,1,TP
granger88y-amp.xyz,LOW,0.0,0,1,FN
17.promokvtotowin.pro,MEDIUM,32.5,1,1,TP
edatoto553.com,HIGH,100.0,1,1,TP
4969zkk9u9.vwvip2.pro,HIGH,100.0,1,1,TP
2eg4h4ph4t7wo3tzr60i.jpmariofixx.site,HIGH,100.0,1,1,TP
akses7.mixslot-x.com,HIGH,60.01,1,1,TP
amp.knowdonia.com,MEDIUM,50.0,1,1,TP
tuansemar.quest,HIGH,100.0,1,1,TP
rtp25.livetahta.com,HIGH,100.0,1,1,TP
boyabet88spark.com,HIGH,100.0,1,1,TP
thenorthwoodscheesehaus.com,LOW,0.0,0,1,FN
165.245.144.129,LOW,0.0,0,1,FN
5869393403049359.com,HIGH,100.0,1,1,TP
waduk700merdeka.fit,HIGH,100.0,1,1,TP
arashoesportugal.com,HIGH,100.0,1,1,TP
www.sintotox1.com,MEDIUM,50.0,1,1,TP
kjx2j6yn1weboj9l9i4g.ratuselot.site,HIGH,100.0,1,1,TP
www.captainspirit.com,LOW,0.0,0,1,FN
rtp1hemat138.pages.dev,HIGH,100.0,1,1,TP
ms27.14kami4d.xyz,HIGH,100.0,1,1,TP
bigo899ok.cfd,HIGH,100.0,1,1,TP
deltabet88strike.com,HIGH,100.0,1,1,TP
www.sloto89sedang.com,HIGH,100.0,1,1,TP
www.raja77lambat.com,HIGH,100.0,1,1,TP
linkgacor168.site,MEDIUM,40.0,1,1,TP
ranjau4d11.com,HIGH,100.0,1,1,TP
l9oye55r6upw1rbsg9ii.bungaslot.dev,HIGH,87.5,1,1,TP
1329j.bet,MEDIUM,39.85,1,1,TP
02v0.domino4dfav.com,MEDIUM,50.0,1,1,TP
alt1.alamat.vip,HIGH,60.26,1,1,TP
nicewin88shark.com,HIGH,100.0,1,1,TP
oriscepat.com,HIGH,100.0,1,1,TP
kobe4dmerah.com,HIGH,100.0,1,1,TP
grt.kris8.com,HIGH,87.5,1,1,TP
abcwin386-main.cfd,HIGH,100.0,1,1,TP
h7itf500vn.briotepat.com,LOW,2.95,0,1,FN
suka86-jutawan1.site,HIGH,100.0,1,1,TP
lido88cloud.com,HIGH,100.0,1,1,TP
777w.bet,HIGH,51.7,1,1,TP
dewa777resmi.store,HIGH,100.0,1,1,TP
shop.makeitsow.com,LOW,0.0,0,1,FN
gelomen100.site,LOW,7.5,0,1,FN
toto12speed.online,LOW,0.0,0,1,FN
bharatdarshantravels.com,HIGH,100.0,1,1,TP
bidwin88war.com,HIGH,100.0,1,1,TP
ktg88akses.sbs,HIGH,100.0,1,1,TP
bilan5.tasiktotoresmi.one,LOW,0.0,0,1,FN
bglijnfe8uewqbfinofv.online,HIGH,100.0,1,1,TP
su009.sakura189.online,HIGH,100.0,1,1,TP
horastan270.store,LOW,12.6,0,1,FN
playwin77oscar.com,HIGH,53.49,1,1,TP
link8.pastikayabet99.top,HIGH,100.0,1,1,TP
ac004.anakdina88a.store,HIGH,100.0,1,1,TP
mi6vcp8y0n.asd123vip2.pro,HIGH,100.0,1,1,TP
army88gasss.space,HIGH,100.0,1,1,TP
iramabro.site,HIGH,100.0,1,1,TP
lagagame77online.org,MEDIUM,27.5,1,1,TP
2z58xpnbde.jaya4dxin.xyz,MEDIUM,48.13,1,1,TP
234togelxie.com,HIGH,100.0,1,1,TP
dewabos138win.cfd,HIGH,100.0,1,1,TP
29.bet,LOW,17.5,0,1,FN
rtpkhtyey.xyz,MEDIUM,37.5,1,1,TP
brsyq31022.dgsking.vip,MEDIUM,50.0,1,1,TP
jepe.bibit4d.ink,HIGH,100.0,1,1,TP
link4.gacoan.net,HIGH,82.5,1,1,TP
rtpbck21.prohostup.com,HIGH,100.0,1,1,TP
ng303afklkijwc.site,HIGH,100.0,1,1,TP
ponselxiaomi.lat,HIGH,95.0,1,1,TP
sulap777.com,HIGH,100.0,1,1,TP
rajaprimbon.space,HIGH,100.0,1,1,TP
1329a.bet,MEDIUM,39.97,1,1,TP
jurnal.polkesban.ac.id,LOW,0.0,0,1,FN
jpmania25.jpmania-masuk.com,HIGH,100.0,1,1,TP
casifree.fun,MEDIUM,40.0,1,1,TP
dobcbfecjyilpodnnqb5.bungaslot.dev,HIGH,87.5,1,1,TP
www.rusolidarnost.ru,MEDIUM,30.0,1,1,TP
vip2.khusus4d-xyz.monster,HIGH,100.0,1,1,TP
t0y0tav1ps0bat.top,HIGH,100.0,1,1,TP
bosjppertama.pages.dev,MEDIUM,50.0,1,1,TP
wj9cpnqgwj2pqytemxyb.ratuselot.site,HIGH,100.0,1,1,TP
71ce.bandarlotre-1.com,HIGH,51.47,1,1,TP
kj16.sanca77.net,HIGH,100.0,1,1,TP
netizen303mephisto.pages.dev,MEDIUM,50.0,1,1,TP
투아크가코르.space,HIGH,100.0,1,1,TP
rajabandotmacau.us.com,MEDIUM,37.5,1,1,TP
topan33rtpcobadah.com,HIGH,100.0,1,1,TP
iecbdijakarta.kemenperin.go.id,LOW,7.5,0,1,FN
morph365real.asia,HIGH,100.0,1,1,TP
ldk88ganas.sbs,HIGH,100.0,1,1,TP
papasenang2026.xyz,HIGH,100.0,1,1,TP
5h4d0w4r3n4.jatengtoto.app,HIGH,100.0,1,1,TP
byon88-dyon88p.com,HIGH,100.0,1,1,TP
sbelas5.jambiversace.com,HIGH,90.31,1,1,TP
icafe4d-win.quest,HIGH,87.5,1,1,TP
9umhdped574ef7y7u3xe.mixslotsuper.site,HIGH,57.96,1,1,TP
pintumenang-03.cfd,HIGH,100.0,1,1,TP
t9e62tercd.vegasvip2.pro,HIGH,88.85,1,1,TP
itlaman.site,MEDIUM,37.5,1,1,TP
m7.winterfresh.ink,HIGH,100.0,1,1,TP
o4y2zawq55.rtp-lohanslot.com,HIGH,100.0,1,1,TP
dewislota.cyou,HIGH,100.0,1,1,TP
25msislot.info,HIGH,100.0,1,1,TP
permenidx.top,HIGH,100.0,1,1,TP
dongjituslot.dynadot.click,MEDIUM,50.0,1,1,TP
wwm8md3ohtuoeaoki6ck.bungaslot.dev,HIGH,87.5,1,1,TP
m0t8.saudarapride.com,HIGH,51.92,1,1,TP
masuk.pajerototo.site,HIGH,100.0,1,1,TP
totalcasino-poland.net.pl,MEDIUM,50.0,1,1,TP
happyhjd.space,HIGH,100.0,1,1,TP
nagamodal.com,MEDIUM,50.0,1,1,TP
39d2ckelxj.top1toto199.com,LOW,12.5,0,1,FN
ejournal.stikesrshusada.ac.id,LOW,0.0,0,1,FN
modal4dcepat.com,HIGH,100.0,1,1,TP
ososlotv1p.site,HIGH,100.0,1,1,TP
vslot88.org,LOW,0.0,0,1,FN
telorbalado.site,LOW,0.0,0,1,FN
dewa1000-terlintas.com,HIGH,85.0,1,1,TP
cermin303ear.com,HIGH,100.0,1,1,TP
rtpgopek178-v3.pages.dev,HIGH,100.0,1,1,TP
mpo8899fans.com,HIGH,100.0,1,1,TP
ponislothub.rest,HIGH,100.0,1,1,TP
ler.datukwin.org,HIGH,67.36,1,1,TP
mxpjt12040.slotid88bagus.com,HIGH,52.13,1,1,TP
pgdewa-alternatif.com,LOW,0.0,0,1,FN
suksesjitu-rtp.xyz,HIGH,100.0,1,1,TP
indovipdaftar-amppage.site,HIGH,97.35,1,1,TP
